,flight_number,origin,dest
3466,DL 1038,DTW,LGA
3478,DL 350,SAN,JFK
3480,9E 4752,ORD,JFK
3481,YX 5800,JFK,MVY
3482,YX 5628,BUF,JFK
3485,YX 4564,LGA,CMH
3488,B6 686,RDU,JFK
3494,9E 5465,RDU,EWR
3495,B6 307,PWM,JFK
3497,AA 834,ORD,LGA
3503,YX 5611,LGA,DCA
3514,YX 5799,LGA,DCA
3517,YX 3507,PIT,EWR
3522,UA 310,CHS,EWR
3524,9E 4891,BUF,JFK
3525,UA 1522,DEN,EWR
3526,YX 5722,DCA,LGA
3528,AA 2367,LGA,MIA
3529,DL 542,ATL,LGA
3531,9E 5363,LGA,RIC
3536,UA 1227,EWR,BNA
3539,9E 5374,CVG,LGA
3541,YX 5755,LGA,PWM
3543,9E 4827,ROC,LGA
3548,YX 5797,BOS,LGA
3549,DL 1270,LGA,TPA
3551,UA 1450,SAN,EWR
3555,G7 4396,EWR,PIT
3557,YX 4911,DTW,LGA
3562,G7 4426,EWR,ACK
3563,UA 2052,EWR,DEN
3564,YX 5694,CMH,LGA
3567,YX 5695,LGA,PIT
3569,UA 418,EWR,CLE
3570,DL 2244,MCO,LGA
3571,UA 2458,LAX,EWR
3572,ZW 3886,IAD,LGA
3575,YX 5594,JFK,CHS
3576,DL 1592,JFK,MCO
3577,B6 1876,MSY,JFK
3578,G7 4194,EWR,SDF
3581,WN 856,MDW,LGA
3582,WN 2054,MSY,LGA
3587,B6 1277,JFK,JAX
3591,9E 5043,JFK,CLE
3592,AA 2513,LGA,DFW
3595,UA 2632,EWR,SFO
3598,UA 1143,EWR,ORD
3602,YX 4542,JFK,BWI
3604,DL 499,ATL,LGA
3605,9E 4634,CLT,LGA
3607,DL 371,LAS,JFK
3608,YX 4920,DCA,JFK
3612,G7 4611,EWR,CVG
3615,YX 4786,LGA,MCI
3619,YX 4727,BNA,LGA
3623,DL 851,DTW,LGA
3624,G7 4471,EWR,DCA
3627,YX 3618,MKE,EWR
3629,YX 3537,EWR,IND
3630,DL 1651,JFK,PBI
3632,YX 5834,CMH,JFK
3633,DL 378,LGA,DFW
3636,AA 2398,EWR,CLT
3646,YX 4814,LGA,BNA
3647,OO 5656,LGA,ORD
3649,OO 5534,LGA,ORD
3655,DL 2484,AUS,JFK
3657,DL 652,LGA,DFW
3658,9E 5151,JFK,SYR
3666,G7 4503,MHT,EWR
3668,WN 776,LGA,SRQ
3671,DL 2125,EWR,ATL
3673,YX 4570,LGA,CVG
3674,YX 4505,JFK,BWI
3675,YX 4769,CMH,JFK
3678,YX 3456,EWR,BTV
3679,AA 1826,LGA,RDU
3681,UA 482,BOS,EWR
3682,UA 426,EWR,DFW
3685,YX 5619,BUF,JFK
3686,YX 5722,LGA,RDU
3688,YX 5761,LGA,SDF
3689,YX 5621,STL,LGA
3691,DL 1463,SLC,JFK
3692,UA 1178,BOS,EWR
3695,UA 1250,SFO,EWR
3697,YX 3465,GSO,EWR
3701,YX 5803,DCA,LGA
3703,YX 4886,LGA,MEM
3705,B6 1120,DTW,JFK
3715,G7 4422,EWR,MYR
3717,YX 3463,EWR,DCA
3721,AA 1385,LGA,DCA
3725,YX 5606,JFK,JAX
3728,YX 3509,BTV,EWR
3729,B6 186,JFK,ROC
3731,YX 3462,CHS,EWR
3732,AA 1870,LGA,ORD
3741,AA 802,EWR,DFW
3744,UA 621,EWR,ORD
3745,YX 4633,DAY,LGA
3756,UA 1819,EWR,MCO
3757,UA 1033,EWR,JAX
3758,DL 1529,EWR,DTW
3760,9E 4826,LGA,RDU
3761,YX 3544,EWR,PWM
3762,AA 383,JFK,MIA
3763,UA 744,AUS,EWR
3764,AA 1208,MIA,JFK
3766,UA 1641,EWR,MCO
3767,YX 5693,BOS,LGA
3768,AA 1370,MIA,EWR
3773,UA 2228,EWR,BOS
3774,OO 3838,EWR,MSP
3775,YX 4951,CLT,LGA
3782,9E 4827,ROC,JFK
3783,YX 4501,EWR,ORD
3785,G4 2207,SAV,EWR
3788,YX 5698,RSW,LGA
3789,DL 984,EWR,SLC
3790,YX 5600,DCA,LGA
3792,AA 2773,LGA,ORD
3794,YX 4648,LGA,ATL
3800,UA 686,EWR,MCO
3801,YX 4711,TVC,LGA
3802,UA 2266,RSW,EWR
3805,YX 4995,DTW,LGA
3806,UA 2302,EWR,MCO
3813,9E 4662,JFK,IND
3818,9E 4877,ORD,JFK
3819,UA 1958,LAS,EWR
3820,G7 4464,EWR,ROC
3823,AA 1696,CLT,LGA
3824,9E 4909,CLE,LGA
3826,YX 5609,JFK,CHS
3830,UA 1990,LAX,EWR
3831,G7 4173,RIC,EWR
3832,YX 3542,ORF,EWR
3843,YX 5646,PNS,LGA
3844,DL 562,LAX,JFK
3845,DL 511,ORD,LGA
3848,9E 5011,MVY,JFK
3853,UA 762,EWR,RDU
3856,YX 3467,LGA,ORD
3857,WN 364,LGA,MDW
3858,UA 1574,ORD,EWR
3861,9E 5536,LGA,ROC
3864,9E 4718,RDU,LGA
3867,9E 5438,LGA,BGR
3873,YX 3686,EWR,BNA
3875,9E 4647,JFK,ORD
3876,UA 2455,AUS,EWR
3890,YX 5648,ORD,JFK
3891,YX 5809,JFK,ORD
3894,UA 569,EWR,BQN
3896,YX 5796,LGA,ROC
3900,AA 1176,JFK,DCA
3904,UA 1626,EWR,RSW
3905,DL 1322,JFK,FLL
3906,DL 1095,SFO,JFK
3908,UA 582,EWR,ORD
3909,UA 673,EWR,SAT
3911,UA 593,ATL,EWR
3914,UA 2638,MIA,EWR
3915,G7 4398,PWM,EWR
3921,AA 2151,DCA,LGA
3924,C5 4921,IAD,EWR
3926,DL 308,LGA,ATL
3928,YX 4619,LGA,CMH
3929,G7 4482,PVD,EWR
3930,YX 5615,JFK,BOS
3931,DL 1660,JFK,MCO
3932,YX 5616,JFK,DCA
3938,YX 4830,LGA,RDU
3939,9E 5187,EWR,DTW
3940,YX 3627,EWR,CLT
3946,9E 5183,LGA,CLE
3947,YX 5768,LGA,IND
3948,C5 4848,EWR,MYR
3949,YX 5663,BOS,LGA
3953,UA 1058,EWR,MIA
3954,AA 1228,JFK,MIA
3955,9E 5481,LGA,MSN
3957,UA 2681,ORD,EWR
3959,WN 3769,DAL,LGA
3962,B6 1622,AUS,JFK
3963,G7 4496,IND,EWR
3964,OO 5225,IAH,LGA
3967,G7 4446,PWM,EWR
3971,UA 2639,MIA,EWR
3973,9E 4643,BTV,LGA
3974,G7 4405,CLE,EWR
3981,YX 3703,EWR,ATL
3987,DL 553,LAX,JFK
3994,UA 1067,EWR,PBI
3995,UA 2147,MIA,EWR
3998,AA 2392,MIA,LGA
4002,9E 5216,EWR,DTW
4003,YX 3594,MYR,EWR
4004,YX 4725,LGA,RIC
4005,9E 4697,STL,LGA
4006,9E 4761,JFK,CHS
4012,9E 5187,DTW,EWR
4024,AA 978,MIA,JFK
4025,YX 4591,LGA,PIT
4033,B6 2565,MVY,LGA
4037,YX 4990,BOS,LGA
4039,YX 5669,LGA,DCA
4040,UA 1414,ANC,EWR
4043,9E 4653,LGA,STL
4047,NK 1033,LGA,MCO
4048,9E 4724,LGA,PWM
4049,DL 1080,DTW,LGA
4050,YX 5764,DFW,JFK
4054,WN 4624,LGA,DAL
4061,YX 4543,LGA,PIT
4064,OO 5237,LGA,ORD
4069,AA 2647,FLL,JFK
4070,YX 4799,CMH,LGA
4072,YX 5710,ORD,JFK
4074,YX 5827,SDF,LGA
4076,YX 3511,MSP,EWR
4079,YX 4798,LGA,STL
4086,YX 4747,LGA,IND
4093,DL 561,DFW,LGA
4096,UA 746,EWR,LAS
4101,B6 1875,JFK,MSY
4104,YX 4579,LGA,ILM
4105,UA 1991,TPA,EWR
4107,YX 3436,CLT,EWR
4115,DL 2180,LGA,FLL
4116,AA 1174,JFK,MIA
4119,YX 3423,EWR,CHS
4127,UA 793,EWR,MIA
4128,UA 676,EWR,DEN
4134,UA 285,EWR,FLL
4137,UA 2615,PBI,EWR
4138,9E 4715,LGA,PWM
4140,ZW 3798,IAD,LGA
4143,WN 24,LGA,MDW
4145,C5 4921,EWR,ROC
4146,DL 8799,MSP,JFK
4155,DL 1605,JFK,TPA
4157,9E 5183,BUF,JFK
4158,B6 1132,LGA,BOS
4161,DL 492,LGA,ATL
4165,UA 1242,LGA,IAD
4169,YX 3518,EWR,MYR
4175,UA 697,EWR,BOS
4176,OO 5594,ORD,LGA
4177,9E 4780,LGA,MKE
4182,UA 500,LAX,EWR
4183,B6 64,SEA,JFK
4184,OO 3115,ORD,EWR
4188,AA 1766,ORD,JFK
4193,YX 4658,LGA,BNA
4194,G7 4169,EWR,DCA
4198,DL 368,JFK,AUS
4200,YX 3614,EWR,MKE
4203,AS 14,JFK,SEA
4205,AA 2270,EWR,ORD
4214,OO 4446,EWR,DTW
4217,AA 2694,MIA,EWR
4227,9E 5532,LGA,CVG
4232,OO 3616,EWR,MSP
4234,YX 4789,XNA,LGA
4236,YX 5697,LGA,ORD
4241,9E 5217,RIC,LGA
4242,AA 1823,JFK,PHX
4243,YX 3513,GSP,EWR
4244,YX 5822,EWR,DTW
4245,AA 2133,BOS,LGA
4246,DL 1130,JFK,AUS
4248,YX 5781,JFK,PIT
4252,UA 2615,EWR,DEN
4255,G7 4439,EWR,GSO
4259,WN 2477,MCO,LGA
4260,YX 4692,JFK,DCA
4265,NK 1401,EWR,FLL
4267,9E 5119,EWR,MSP
4268,DL 725,EWR,ATL
4274,YX 5817,JFK,RDU
4276,DL 700,SEA,JFK
4280,YX 3465,EWR,BNA
4283,AA 1880,EWR,ORD
4285,UA 493,EWR,IAH
4286,YX 3460,EWR,BOS
4287,G7 4467,EWR,MHT
4295,YX 4707,LGA,RDU
4296,UA 2032,BOS,EWR
4299,UA 650,EWR,FLL
4300,G7 4444,IND,EWR
4302,9E 5064,BGR,JFK
4303,AA 2922,LGA,ORD
4304,YX 4540,LGA,IND
4307,WN 2383,ATL,LGA
4308,G7 4505,ROC,EWR
4309,YX 5624,RDU,JFK
4310,UA 1207,EWR,RDU
4312,UA 1991,LAX,EWR
4313,9E 5246,LGA,STL
4315,YX 5805,BOS,LGA
4322,DL 353,JFK,LAX
4328,UA 482,IAD,EWR
4330,9E 5203,MSP,JFK
4331,YV 6100,LGA,IAH
4334,YX 3488,EWR,PWM
4337,UA 2483,EWR,DTW
4343,YX 4609,ATL,LGA
4348,DL 526,ATL,JFK
4350,YX 3574,MKE,EWR
4351,YX 5736,BOS,JFK
4352,WN 1108,LGA,DAL
4361,AA 2310,LGA,MIA
4363,B6 1902,BQN,JFK
4365,AA 2111,LGA,BNA
4367,UA 291,EWR,IAD
4373,DL 736,ATL,EWR
4374,YX 4575,LGA,CLE
4379,G7 4468,MHT,EWR
4383,YX 4666,JFK,CLE
4386,YX 5003,LGA,CMH
4396,WN 5495,LGA,DEN
4398,UA 440,MCO,EWR
4400,UA 2038,PBI,EWR
4409,YX 4690,JFK,PIT
4414,YX 4785,LGA,CLE
4416,YX 5788,BOS,LGA
4419,YX 4969,LGA,STL
4420,UA 307,EWR,CLE
4425,AA 360,LGA,ORD
4429,UA 1499,EWR,LAX
4430,YX 3660,PVD,EWR
4431,YX 5783,MSN,LGA
4433,AA 541,LGA,DFW
4435,DL 2366,ATL,EWR
4436,WN 4459,LGA,ATL
4438,UA 2464,LGA,DEN
4440,G7 4520,EWR,BTV
4442,YX 5636,CLE,LGA
4446,YX 4664,ORD,LGA
4449,G7 4593,EWR,STL
4453,YX 4663,LGA,ORD
4454,YX 3409,EWR,ATL
4458,9E 5020,CLE,LGA
4459,9E 5434,CAE,LGA
4461,9E 4632,LGA,RDU
4463,WN 3325,LGA,MDW
4465,9E 5091,LGA,PWM
4466,AA 351,LGA,DCA
4467,9E 4857,DTW,EWR
4470,G7 4511,STL,EWR
4472,DL 1314,SRQ,LGA
4474,YX 4670,LGA,ORD
4475,YX 5751,LGA,CLT
4479,G7 4488,LGA,IAD
4480,YX 4733,LGA,PIT
4481,UA 2138,RDU,EWR
4483,UA 568,EWR,RSW
4484,YX 5825,LGA,PIT
4486,YX 3584,EWR,IND
4487,YX 3699,IAD,LGA
4488,YX 3401,AUS,EWR
4490,G7 4485,PWM,EWR
4493,G7 4436,CVG,EWR
4496,UA 1279,SFO,EWR
4500,YX 4670,RDU,JFK
4502,UA 299,EWR,MCO
4505,UA 1263,EWR,LAS
4507,WN 2050,LGA,BNA
4508,YX 4855,ILM,LGA
4510,YX 4803,LGA,CVG
4511,YX 4936,LGA,BNA
4513,UA 1931,LGA,FLL
4515,YX 4578,ORD,LGA
4516,B6 531,EWR,SEA
4522,9E 4920,RDU,JFK
4523,G7 4430,EWR,DTW
4527,YX 5829,JFK,PIT
4528,AA 1210,EWR,ORD
4533,UA 392,PBI,EWR
4534,B6 843,LGA,CHS
4535,DL 1395,SRQ,LGA
4538,YX 5834,LGA,CMH
4542,G7 4414,EWR,RIC
4547,UA 1863,EWR,DFW
4550,NK 1487,LGA,FLL
4552,AA 224,LGA,DFW
4555,9E 5475,CHS,LGA
4557,AA 1458,MIA,LGA
4560,UA 1529,PBI,EWR
4562,9E 4980,MSP,JFK
4569,DL 1261,EWR,DTW
4574,UA 2311,PBI,EWR
4579,DL 2454,MCO,LGA
4583,WN 4888,LGA,MCO
4585,DL 2615,EWR,DTW
4586,G7 4495,PIT,EWR
4587,9E 5118,GSO,LGA
4589,YX 5738,DCA,LGA
4592,UA 1604,EWR,SAN
4593,YX 5658,LGA,HHH
4595,DL 569,MCO,JFK
4600,9E 5506,JFK,CLT
4606,9E 4767,BGR,LGA
4607,9E 4933,LGA,BUF
4615,YX 3519,EWR,MSY
4619,UA 1134,SEA,EWR
4620,DL 2982,ATL,EWR
4622,UA 1149,SFO,EWR
4624,YX 5845,IND,LGA
4625,9E 4797,TVC,LGA
4626,C5 4845,EWR,AVL
4627,AA 652,LGA,DFW
4630,DL 1316,JFK,LAS
4631,YX 3507,EWR,TPA
4633,YX 4901,LGA,BNA
4636,YX 4797,IND,LGA
4637,UA 1082,RSW,EWR
4638,AA 2296,JFK,FLL
4646,DL 442,JFK,SFO
4649,9E 4989,LGA,RIC
4658,9E 4809,SYR,JFK
4659,DL 655,JFK,AUS
4661,YX 4777,RDU,LGA
4668,YX 4668,PHL,JFK
4669,DL 2699,EWR,MSP
4671,9E 4628,XNA,LGA
4672,WN 2252,LGA,BNA
4673,YX 3543,EWR,XNA
4674,YV 6269,IAH,LGA
4676,AA 429,JFK,SNA
4679,YX 5768,IND,LGA
4684,9E 4693,RDU,JFK
4687,WN 1264,DEN,LGA
4688,UA 1269,TPA,EWR
4689,UA 2631,LGA,IAH
4695,OO 5224,LGA,ORD
4696,G7 4508,STL,EWR
4701,UA 2674,EWR,LAX
4707,DL 2978,BOS,JFK
4708,9E 4997,JFK,CLE
4710,YX 5807,BOS,LGA
4715,YV 6242,IAD,LGA
4718,UA 1714,TPA,EWR
4720,UA 438,ATL,EWR
4721,G7 4556,GSP,EWR
4727,WN 1890,LGA,BNA
4730,YX 5815,DCA,JFK
4733,9E 4766,LGA,STL
4734,YX 5755,SRQ,LGA
4737,G7 4591,EWR,DCA
4744,AA 818,MIA,JFK
4745,YX 3513,EWR,CMH
4750,WN 3793,BWI,LGA
4752,WN 1166,LGA,ATL
4754,DL 559,TPA,JFK
4757,WN 4401,LGA,HOU
4758,G7 4600,EWR,RIC
4760,DL 1511,JFK,SLC
4761,YX 5803,LGA,IND
4769,YX 4662,LGA,ORD
4775,YX 3687,MYR,EWR
4777,UA 2072,FLL,EWR
4779,UA 355,MIA,EWR
4786,YX 5614,ORD,JFK
4792,UA 2264,EWR,IAH
4795,YX 5720,MCI,LGA
4796,YX 5784,PIT,LGA
4799,G7 4399,EWR,CVG
4800,AA 1174,EWR,MIA
4804,YX 4788,LGA,MSP
4809,G7 4385,CLE,EWR
4811,DL 517,ATL,JFK
4812,DL 659,JFK,AUS
4814,UA 2052,SNA,EWR
4816,DL 2564,ATL,EWR
4817,YX 5776,DCA,JFK
4821,G7 4452,EWR,PIT
4827,B6 602,FLL,JFK
4833,DL 2151,ATL,EWR
4834,UA 1280,EWR,PDX
4837,YV 6248,LGA,IAD
4839,YX 3701,EWR,MSP
4843,AS 406,LAX,JFK
4849,AA 947,DCA,LGA
4854,AA 410,EWR,MIA
4860,UA 1892,EWR,SFO
4862,9E 5377,LGA,CLE
4863,WN 2220,ATL,LGA
4867,YX 4513,CLE,LGA
4871,G7 4588,RIC,EWR
4872,UA 271,AUS,EWR
4875,UA 1422,MCO,EWR
4876,9E 5153,SAV,JFK
4879,B6 503,JFK,SJU
4885,AA 2916,DFW,LGA
4893,G7 4438,DCA,EWR
4895,WN 1224,LGA,MDW
4897,DL 1310,DTW,EWR
4898,YX 3652,RDU,EWR
4899,UA 248,AUS,EWR
4901,YX 5747,JFK,JAX
4902,YX 3479,LGA,ORD
4903,WN 1775,MDW,LGA
4915,OO 4031,EWR,DTW
4917,YX 3710,EWR,JAX
4919,YX 3471,CHS,EWR
4931,B6 1819,JFK,ATL
4932,AA 402,JFK,MIA
4936,AA 318,DCA,LGA
4939,UA 1253,SFO,EWR
4944,DL 2551,PHX,JFK
4951,UA 1769,MSY,EWR
4953,UA 1166,ORD,EWR
4957,B6 2742,BOI,JFK
4960,UA 363,ORD,LGA
4963,UA 2119,EWR,LAX
4965,B6 1994,MIA,EWR
4968,9E 4901,RDU,LGA
4969,AA 1555,LGA,CLT
4970,9E 4957,LGA,STL
4973,AA 547,LGA,DFW
4976,AA 1063,LGA,DCA
4978,9E 5394,BNA,LGA
4985,YX 4887,ATL,LGA
4986,YX 5644,JFK,BGR
4987,YX 4781,DCA,JFK
4988,9E 5060,LGA,ORF
4992,WN 1037,LGA,ATL
4993,9E 4641,BGR,LGA
5003,YX 5812,DTW,EWR
5005,AA 2427,MIA,JFK
5007,UA 675,DFW,EWR
5008,UA 2345,SEA,EWR
5010,9E 5442,JFK,ORD
5012,WN 2531,SRQ,LGA
5013,UA 1191,LAX,EWR
5018,B6 2669,LGA,CHS
5023,G7 4537,BTV,EWR
5026,AA 1717,STT,JFK
5028,YX 5853,MSY,LGA
5030,UA 356,EWR,DEN
5032,AA 1548,JFK,FLL
5039,DL 699,JFK,SAN
5044,9E 4883,STL,LGA
5046,9E 4852,LGA,RDU
5054,OO 3509,MSP,EWR
5056,AA 1184,MIA,JFK
5060,9E 4902,RDU,LGA
5062,9E 5013,BNA,JFK
5063,B6 2273,EWR,TPA
5066,DL 2994,JFK,PBI
5067,YX 4505,BWI,JFK
5070,B6 341,JFK,SAV
5071,B6 1271,ORH,JFK
5083,UA 1460,ORD,EWR
5084,B6 2718,JFK,BOS
5088,9E 4951,CLT,JFK
5089,DL 1057,DEN,LGA
5104,DL 473,LGA,TPA
5108,YX 3706,EWR,SDF
5109,AA 824,CLT,EWR
5113,UA 2144,PHX,EWR
5115,WN 2045,MDW,LGA
5119,AA 311,JFK,CLT
5122,UA 2613,EWR,MCO
5127,NK 1324,EWR,MCO
5130,DL 1655,PDX,JFK
5131,AA 426,LGA,ORD
5133,UA 723,LGA,IAH
5134,UA 2069,PBI,EWR
5139,WN 1368,LGA,HOU
5148,YX 3427,JAX,EWR
5163,B6 2894,MIA,EWR
5165,DL 2826,ATL,EWR
5167,G7 4430,DCA,EWR
5168,DL 1322,LAS,JFK
5175,UA 684,EWR,MCO
5179,DL 1486,JFK,BOS
5181,YX 4666,IND,LGA
5185,AA 2783,LGA,ORD
5186,9E 5065,RIC,LGA
5187,UA 1007,PBI,EWR
5188,YX 4651,ORD,LGA
5191,UA 592,EWR,DFW
5194,C5 4900,EWR,BUF
5195,WN 1530,LGA,MCO
5197,B6 2339,LGA,JAX
5204,UA 2010,DEN,LGA
5205,YX 4760,LGA,STL
5207,WN 484,LGA,DEN
5212,B6 1001,JFK,MCO
5216,DL 2817,TPA,LGA
5220,B6 2810,TPA,LGA
5221,UA 2672,EWR,MIA
5223,DL 374,SEA,JFK
5224,G7 4182,IND,EWR
5226,YX 3457,PWM,EWR
5228,YX 3666,SAV,EWR
5233,WN 4609,LGA,MDW
5234,WN 1617,LGA,DAL
5235,C5 4315,EWR,AVL
5242,YX 5840,LGA,IND
5246,G7 4385,CLT,EWR
5249,UA 434,FLL,EWR
5253,OO 5550,LGA,ORD
5254,YX 5619,LGA,ORD
5255,YX 3704,EWR,CMH
5258,WN 903,DEN,LGA
5259,YX 5593,JFK,MSY
5260,UA 2652,EWR,LAX
5262,UA 780,LGA,FLL
5265,AA 1860,MIA,JFK
5267,UA 395,EWR,ORD
5268,YX 5693,LGA,DCA
5269,9E 4831,RIC,LGA
5271,NK 1486,FLL,LGA
5276,WN 3808,LGA,DAL
5277,UA 382,EWR,IAH
5278,9E 4950,LGA,CLE
5281,UA 1953,EWR,BOS
5282,YX 5838,JFK,JAX
5284,9E 5455,ROC,LGA
5287,C5 4816,PWM,EWR
5288,YX 4516,BNA,JFK
5291,YX 3514,EWR,MSP
5296,ZW 3900,LGA,IAD
5297,9E 5306,BHM,LGA
5303,9E 4956,RIC,LGA
5304,9E 4886,CHS,LGA
5310,YX 5657,AVL,LGA
5311,C5 4824,EWR,MYR
5314,G7 4483,EWR,PWM
5324,YX 4835,CLE,LGA
5328,NK 903,IAH,EWR
5329,YX 3449,DTW,EWR
5330,AA 1769,ORD,LGA
5331,UA 1890,EWR,PHX
5341,YX 3437,CLT,EWR
5343,YX 4988,LGA,ROA
5344,UA 1670,AUS,EWR
5346,WN 5863,LGA,DAL
5350,UA 1108,EWR,SFO
5355,G7 4449,RIC,EWR
5359,G7 4481,EWR,ACK
5360,WN 3956,DEN,LGA
5362,YX 5838,JAX,JFK
5364,YV 6149,IAH,LGA
5366,WN 937,MSY,LGA
5367,YX 3416,EWR,CHS
5368,YX 4911,LGA,DTW
5370,B6 126,TPA,JFK
5371,YX 5616,JFK,RDU
5374,WN 1084,LGA,STL
5376,YX 5806,DCA,LGA
5383,UA 238,BOS,EWR
5385,YX 3489,EWR,PVD
5388,9E 5052,CHO,LGA
5392,YX 3454,CHS,EWR
5393,YX 5832,MVY,JFK
5398,9E 5005,RDU,LGA
5400,YX 4574,LGA,GSO
5401,9E 4660,JFK,RDU
5403,YX 5647,RDU,JFK
5419,9E 4726,ROC,JFK
5426,9E 5313,MKE,LGA
5427,UA 299,EWR,IAH
5430,B6 2029,JFK,RSW
5433,UA 1183,FLL,EWR
5435,AA 2917,PHX,EWR
5436,YX 4839,XNA,LGA
5437,AA 2130,BOS,LGA
5441,B6 1119,JFK,ATL
5448,UA 251,EWR,PBI
5450,UA 1590,EWR,IAH
5452,YX 3535,XNA,EWR
5456,YX 3556,PIT,EWR
5467,YX 4717,ILM,LGA
5471,G7 4398,EWR,PIT
5473,AA 1647,LGA,ORD
5480,G7 4176,EWR,ROC
5482,DL 2129,MIA,JFK
5483,9E 5335,ORF,LGA
5488,DL 2137,MSP,EWR
5491,YX 5611,LGA,ORD
5492,DL 2689,LGA,IAH
5496,DL 954,LGA,DEN
5500,UA 2266,EWR,MCO
5504,9E 5392,JFK,BUF
5506,UA 635,EWR,MSY
5508,DL 1391,DTW,EWR
5511,9E 5513,RIC,LGA
5513,9E 4858,DTW,EWR
5517,DL 2409,LGA,PBI
5518,UA 2672,ORD,LGA
5519,G7 4501,GRR,EWR
5521,DL 900,MSP,LGA
5522,G7 4429,PQI,EWR
5523,B6 1605,EWR,FLL
5530,YX 3567,SAV,EWR
5535,UA 348,EWR,MCO
5538,YX 5641,BOS,LGA
5539,UA 297,EWR,LAS
5540,9E 5290,LGA,CHO
5547,9E 5014,LGA,BHM
5549,UA 2425,EWR,MCO
5550,9E 4983,BUF,JFK
5554,9E 4646,LGA,STL
5555,YX 5735,LGA,SRQ
5557,UA 1778,EWR,MIA
5561,DL 514,DFW,LGA
5562,UA 348,MCO,EWR
5569,YX 4699,LGA,CMH
5573,9E 5432,DTW,EWR
5575,DL 322,LGA,ATL
5578,DL 2838,RSW,LGA
5579,YX 3495,EWR,PVD
5580,DL 2957,JFK,MSY
5582,DL 687,LGA,MSP
5585,DL 863,JFK,ATL
5586,YX 3702,PIT,EWR
5587,YX 5672,LGA,BNA
5589,YX 5630,LGA,DCA
5591,UA 2223,IAD,EWR
5592,YX 3544,EWR,RDU
5593,DL 338,JFK,SAN
5596,UA 1924,EWR,TPA
5600,UA 2059,EWR,DFW
5602,WN 1669,TPA,LGA
5608,WN 19,LGA,ATL
5611,AA 21,JFK,LAX
5617,YV 6073,LGA,IAH
5625,YX 5782,LGA,DCA
5627,DL 1557,EWR,ATL
5628,YX 4945,CLE,LGA
5630,YX 5625,STL,LGA
5631,YX 5703,LGA,BUF
5634,B6 2864,SRQ,JFK
5635,YX 3459,EWR,CLE
5642,YX 3470,EWR,BUF
5648,NK 3119,MIA,EWR
5670,UA 1696,EWR,SAV
5671,9E 5033,LGA,ORF
5672,YX 5592,MCI,LGA
5675,YX 3617,EWR,SDF
5676,DL 2853,LGA,MCO
5684,YX 3417,EWR,SAV
5697,DL 2300,MCO,JFK
5700,WN 1339,HOU,LGA
5709,AA 707,ORD,LGA
5710,YX 4725,LGA,ORF
5711,9E 4856,LGA,RDU
5714,9E 4973,CVG,LGA
5715,B6 2030,RSW,JFK
5718,C5 4288,SYR,EWR
5720,G7 4441,GSO,EWR
5721,YV 6061,IAH,LGA
5725,UA 310,MCO,EWR
5736,UA 1841,EWR,SFO
5737,WN 4816,HOU,LGA
5747,B6 2156,DEN,LGA
5750,WN 3075,LGA,ATL
5752,DL 2441,ATL,EWR
5755,UA 426,EWR,PHX
5756,9E 4795,LGA,RIC
5758,G7 4186,DCA,EWR
5762,G7 4505,PIT,EWR
5764,NK 1639,TPA,LGA
5773,DL 651,JFK,SFO
5774,AA 1826,RDU,LGA
5777,G7 4547,CVG,EWR
5782,UA 279,EWR,SAN
5786,AA 2132,LGA,DCA
5792,G7 4619,EWR,PVD
5799,G7 4491,MYR,EWR
5801,UA 1807,ORD,LGA
5803,YX 4642,ATL,LGA
5804,AA 2088,RDU,LGA
5805,DL 2131,MCO,LGA
5806,UA 744,EWR,RSW
5810,WN 1575,ATL,LGA
5811,YV 6068,LGA,IAD
5816,YX 3473,EWR,GSO
5823,G7 4528,ROC,EWR
5826,UA 495,BOS,EWR
5829,WN 3229,MSY,LGA
5832,UA 664,ORD,EWR
5834,9E 5510,LGA,CVG
5835,WN 586,MDW,LGA
5847,WN 4357,ATL,LGA
5849,UA 1868,EWR,MIA
5853,WN 4934,MDW,LGA
5854,UA 776,CLE,EWR
5860,UA 1789,BOS,EWR
5867,9E 5164,GSO,LGA
5870,G7 4570,ROC,EWR
5871,YX 4666,ATL,LGA
5873,9E 4803,LGA,SYR
5875,DL 1402,JFK,SEA
5876,YX 4649,ORF,JFK
5877,9E 5296,JFK,CLT
5879,B6 931,BOS,LGA
5880,YX 4654,LGA,SDF
5881,DL 397,AUS,JFK
5891,DL 315,JFK,SLC
5893,YX 3445,IND,EWR
5898,WN 993,BNA,LGA
5899,YX 3594,CVG,EWR
5901,G7 4570,EWR,IND
5904,9E 5193,LGA,PWM
5909,YX 4673,SDF,LGA
5913,UA 224,ORD,EWR
5916,UA 1185,EWR,RSW
5919,DL 2379,SLC,JFK
5921,YX 3523,ORF,EWR
5926,YX 4704,RDU,JFK
5929,YX 4996,ORF,JFK
5935,9E 4758,JFK,DTW
5939,DL 2342,LGA,MIA
5947,9E 4640,LGA,MEM
5952,G7 4180,GSO,EWR
5958,NK 3170,LGA,MIA
5960,G7 4530,EWR,BUF
5967,9E 4851,BGR,JFK
5968,AA 1363,LGA,ORD
5972,UA 678,MCO,EWR
5974,YX 5742,JFK,BGR
5975,YX 5778,DCA,LGA
5977,YX 3675,ROC,EWR
5988,AS 427,JFK,SEA
